id	node1	node1;label	label	label;label	node2	node2;label	id	node1	node1;label	label	label;label	node2	node2;label
Q796651-P36-Q1489-648cf623-0	Q796651	'Azcapotzalco'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q796651-P36-Q1489-648cf623-0-P582	Q796651-P36-Q1489-648cf623-0		P582	'end time'@en	unknown	
Q796651-P36-Q1489-648cf623-0	Q796651	'Azcapotzalco'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q796651-P36-Q1489-648cf623-0-P1264	Q796651-P36-Q1489-648cf623-0		P1264	'valid in period'@en	unknown	
Q796651-P36-Q1489-648cf623-0	Q796651	'Azcapotzalco'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q796651-P36-Q1489-648cf623-0-P459	Q796651-P36-Q1489-648cf623-0		P459	'determination method'@en	unknown	
Q796651-P36-Q1489-648cf623-0	Q796651	'Azcapotzalco'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q796651-P36-Q1489-648cf623-0-P5102	Q796651-P36-Q1489-648cf623-0		P5102	'nature of statement'@en	unknown	
Q796651-P36-Q1489-648cf623-0	Q796651	'Azcapotzalco'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q796651-P36-Q1489-648cf623-0-P828	Q796651-P36-Q1489-648cf623-0		P828	'has cause'@en	unknown	
Q796651-P36-Q1489-648cf623-0	Q796651	'Azcapotzalco'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q796651-P36-Q1489-648cf623-0-P805	Q796651-P36-Q1489-648cf623-0		P805	'statement is subject of'@en	unknown	
Q796651-P36-Q1489-648cf623-0	Q796651	'Azcapotzalco'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q796651-P36-Q1489-648cf623-0-P1534	Q796651-P36-Q1489-648cf623-0		P1534	'end cause'@en	unknown	
Q796651-P36-Q1489-648cf623-0	Q796651	'Azcapotzalco'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q796651-P36-Q1489-648cf623-0-P3680	Q796651-P36-Q1489-648cf623-0		P3680	'statement supported by'@en	unknown	
Q796651-P36-Q1489-648cf623-0	Q796651	'Azcapotzalco'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q796651-P36-Q1489-648cf623-0-P1480	Q796651-P36-Q1489-648cf623-0		P1480	'sourcing circumstances'@en	unknown	
Q796651-P36-Q1489-648cf623-0	Q796651	'Azcapotzalco'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q796651-P36-Q1489-648cf623-0-P1013	Q796651-P36-Q1489-648cf623-0		P1013	'criterion used'@en	unknown	
