node1	node1;label	node1;valuetype	node1;valuetype_label	label	node2
P276	'location'@en	Q134626	'district capital'@en	count	1
P276	'location'@en	Q14839548	'minor locality in Sweden'@en	count	1
P276	'location'@en	Q15239622	'disputed territory'@en	count	1
P276	'location'@en	Q15284	'municipality'@en	count	1
P276	'location'@en	Q16560	'palace'@en	count	1
P276	'location'@en	Q1749269	'city designated by government ordinance'@en	count	1
P276	'location'@en	Q179049	'nature reserve'@en	count	1
P276	'location'@en	Q184358	'reef'@en	count	1
P276	'location'@en	Q200250	'metropolis'@en	count	1
P276	'location'@en	Q20202352	'locality of Mexico'@en	count	1
P276	'location'@en	Q216851	'skerry'@en	count	1
P276	'location'@en	Q22698	'park'@en	count	1
P276	'location'@en	Q23397	'lake'@en	count	1
P276	'location'@en	Q24279	'parish of Andorra'@en	count	1
P276	'location'@en	Q24529780	'point'@en	count	1
P276	'location'@en	Q24764	'municipality of the Philippines'@en	count	1
P276	'location'@en	Q2514025	'posyolok'@en	count	1
P276	'location'@en	Q2983893	'quarter'@en	count	1
P276	'location'@en	Q2989398	'commune of Algeria'@en	count	1
P276	'location'@en	Q3184121	'municipality of Brazil'@en	count	1
P276	'location'@en	Q3327862	'urban commune of Morocco'@en	count	1
P276	'location'@en	Q337567	'still waters'@en	count	1
P276	'location'@en	Q372363	'geotope'@en	count	1
P276	'location'@en	Q37901	'strait'@en	count	1
P276	'location'@en	Q39816	'valley'@en	count	1
P276	'location'@en	Q42523	'atoll'@en	count	1
P276	'location'@en	Q43229	'organization'@en	count	1
P276	'location'@en	Q473972	'protected area'@en	count	1
P276	'location'@en	Q5119	'capital'@en	count	1
P276	'location'@en	Q5153359	'municipality of the Czech Republic'@en	count	1
P276	'location'@en	Q54935786	'medium district town'@en	count	1
P276	'location'@en	Q56061	'administrative territorial entity'@en	count	1
P276	'location'@en	Q570116	'tourist attraction'@en	count	1
P276	'location'@en	Q605291	'municipality of Niger'@en	count	1
P276	'location'@en	Q62447	'aerodrome'@en	count	1
P276	'location'@en	Q66661665	'governorate of Saudi Arabia'@en	count	1
P276	'location'@en	Q6936225	'municipal corporation in India'@en	count	1
P276	'location'@en	Q814648	'parish of Denmark'@en	count	1
P276	'location'@en	Q8514	'desert'@en	count	1
P276	'location'@en	Q85631896	'urban district of Bavaria'@en	count	1
P276	'location'@en	Q94993988	'commercial traffic aerodrome'@en	count	1
P279	'subclass of'@en	Q11514315	'historical period'@en	count	1
P279	'subclass of'@en	Q16003513	'NUTS (european administrative division classification) class'@en	count	1
P279	'subclass of'@en	Q6428674	'era'@en	count	1
P279	'subclass of'@en	Q899409	'gens'@en	count	1
P282	'writing system'@en	Q1049394	'phonetic writing system'@en	count	1
P282	'writing system'@en	Q106644552	'Hebrew script based alphabet'@en	count	1
P282	'writing system'@en	Q1191127	'featural writing system'@en	count	1
P282	'writing system'@en	Q1191702	'constructed script'@en	count	1
P282	'writing system'@en	Q182133	'syllabary'@en	count	1
P282	'writing system'@en	Q1944508	'Mongolian writing system'@en	count	1
P282	'writing system'@en	Q3781304	'semi-syllabary'@en	count	1
P282	'writing system'@en	Q3953107	'logographic writing system'@en	count	1
P282	'writing system'@en	Q401	'cuneiform'@en	count	1
P282	'writing system'@en	Q4491715	'phonemic transcription'@en	count	1
P2868	'subject has role'@en	Q106589826	'Finnish National Land Survey place type'@en	count	1
P2868	'subject has role'@en	Q1250464	'realm'@en	count	1
P2868	'subject has role'@en	Q15239622	'disputed territory'@en	count	1
P2868	'subject has role'@en	Q17259945	'province of the Spanish Empire'@en	count	1
P2868	'subject has role'@en	Q179164	'unitary state'@en	count	1
P2868	'subject has role'@en	Q18603729	'dissolution of an administrative territorial entity'@en	count	1
P2868	'subject has role'@en	Q22087155	'end cause'@en	count	1
P2868	'subject has role'@en	Q23037160	'quasi-state'@en	count	1
P2868	'subject has role'@en	Q23442	'island'@en	count	1
P2868	'subject has role'@en	Q236036	'republics of the Soviet Union'@en	count	1
P2868	'subject has role'@en	Q294414	'public office'@en	count	1
P2868	'subject has role'@en	Q4167410	'Wikimedia disambiguation page'@en	count	1
P2868	'subject has role'@en	Q417175	'kingdom'@en	count	1
P2868	'subject has role'@en	Q5264406	'designation'@en	count	1
P2868	'subject has role'@en	Q618779	'award'@en	count	1
P3005	'valid in place'@en	Q107390	'federated state'@en	count	1
P3005	'valid in place'@en	Q1250464	'realm'@en	count	1
P3005	'valid in place'@en	Q13406463	'Wikimedia list article'@en	count	1
P3005	'valid in place'@en	Q1549591	'big city'@en	count	1
P3005	'valid in place'@en	Q1620908	'historical region'@en	count	1
P3005	'valid in place'@en	Q1637706	'million city'@en	count	1
P3005	'valid in place'@en	Q1901835	'seat of government'@en	count	1
P3005	'valid in place'@en	Q2264924	'port settlement'@en	count	1
P3005	'valid in place'@en	Q22865	'independent city of Germany'@en	count	1
P3005	'valid in place'@en	Q257391	'federal capital'@en	count	1
P3005	'valid in place'@en	Q27955379	'road transport infrastructure'@en	count	1
P3005	'valid in place'@en	Q50330360	'second largest city'@en	count	1
P3005	'valid in place'@en	Q510662	'ring road'@en	count	1
P3005	'valid in place'@en	Q5119	'capital'@en	count	1
P3005	'valid in place'@en	Q515	'city'@en	count	1
P3005	'valid in place'@en	Q518261	'cultural area'@en	count	1
P3005	'valid in place'@en	Q5284036	'divided region'@en	count	1
P3005	'valid in place'@en	Q57318	'free imperial city'@en	count	1
P3005	'valid in place'@en	Q67123843	'town divided by border'@en	count	1
P3005	'valid in place'@en	Q836915	'free state'@en	count	1
P3005	'valid in place'@en	Q8432	'civilization'@en	count	1
P3005	'valid in place'@en	Q85636199	'urban district of Hamburg'@en	count	1
P31	'instance of'@en	Q124734	'rebellion'@en	count	1
P31	'instance of'@en	Q1307214	'form of government'@en	count	1
P31	'instance of'@en	Q15617994	'designation for an administrative territorial entity'@en	count	1
P31	'instance of'@en	Q2571972	'decree'@en	count	1
P31	'instance of'@en	Q2703920	'ordinance'@en	count	1
P31	'instance of'@en	Q3624078	'sovereign state'@en	count	1
P31	'instance of'@en	Q98038492	'membership type'@en	count	1
P35	'head of state'@en	Q1062083	'billionaire'@en	count	1
P361	'part of'@en	Q100906234	'multinational military coalition'@en	count	1
P361	'part of'@en	Q1048835	'political territorial entity'@en	count	1
P361	'part of'@en	Q109473326	'country in World War II'@en	count	1
P361	'part of'@en	Q1156073	'royal house'@en	count	1
P361	'part of'@en	Q1335818	'supranational union'@en	count	1
P361	'part of'@en	Q164950	'dynasty'@en	count	1
P361	'part of'@en	Q170156	'confederation'@en	count	1
P361	'part of'@en	Q17272482	'time zone named for a UTC offset'@en	count	1
P361	'part of'@en	Q1973404	'Adjacent sea'@en	count	1
P361	'part of'@en	Q19953632	'former administrative territorial entity'@en	count	1
P361	'part of'@en	Q26879763	'Napoleonic client state'@en	count	1
P361	'part of'@en	Q3024240	'historical country'@en	count	1
P361	'part of'@en	Q3623811	'economic union'@en	count	1
P361	'part of'@en	Q3624078	'sovereign state'@en	count	1
P361	'part of'@en	Q4120211	'regional organization'@en	count	1
P361	'part of'@en	Q473972	'protected area'@en	count	1
P361	'part of'@en	Q48349	'empire'@en	count	1
P361	'part of'@en	Q6256	'country'@en	count	1
P361	'part of'@en	Q7210356	'political organization'@en	count	1
P361	'part of'@en	Q82794	'geographic region'@en	count	1
P361	'part of'@en	Q855697	'subcontinent'@en	count	1
P361	'part of'@en	Q986177	'mediterranean sea'@en	count	1
P364	'original language of film or TV show'@en	Q33742	'natural language'@en	count	1
P366	'has use'@en	Q107356781	'song type'@en	count	1
P366	'has use'@en	Q11484275	'government office'@en	count	1
P366	'has use'@en	Q1353040	'coast guard'@en	count	1
P366	'has use'@en	Q15831576	'fundamental state of matter'@en	count	1
P366	'has use'@en	Q177634	'community'@en	count	1
P366	'has use'@en	Q179164	'unitary state'@en	count	1
P366	'has use'@en	Q1931388	'cause of death'@en	count	1
P366	'has use'@en	Q1968122	'National Red Cross and Red Crescent Society'@en	count	1
P366	'has use'@en	Q20026879	'aircraft lift class'@en	count	1
P366	'has use'@en	Q20181813	'colonial power'@en	count	1
P366	'has use'@en	Q204310	'gendarmerie'@en	count	1
P366	'has use'@en	Q28640	'profession'@en	count	1
P366	'has use'@en	Q35535	'police'@en	count	1
P366	'has use'@en	Q3624078	'sovereign state'@en	count	1
P366	'has use'@en	Q41614	'constitutional monarchy'@en	count	1
P366	'has use'@en	Q417175	'kingdom'@en	count	1
P366	'has use'@en	Q42889	'vehicle'@en	count	1
P366	'has use'@en	Q43229	'organization'@en	count	1
P366	'has use'@en	Q6256	'country'@en	count	1
P366	'has use'@en	Q7410456	'national police'@en	count	1
P366	'has use'@en	Q8010730	'external agency'@en	count	1
P3680	'statement supported by'@en	Q1323642	'transcontinental country'@en	count	1
P3680	'statement supported by'@en	Q1345528	'United States Census'@en	count	1
P3680	'statement supported by'@en	Q1417524	'unified command'@en	count	1
P3680	'statement supported by'@en	Q1530022	'religious organization'@en	count	1
P3680	'statement supported by'@en	Q15627509	'military organization'@en	count	1
P3680	'statement supported by'@en	Q17127659	'terrorist organization'@en	count	1
P3680	'statement supported by'@en	Q17737	'theory'@en	count	1
P3680	'statement supported by'@en	Q189898	'emirate'@en	count	1
P3680	'statement supported by'@en	Q2738074	'political movement'@en	count	1
P3680	'statement supported by'@en	Q3024240	'historical country'@en	count	1
P3680	'statement supported by'@en	Q43702	'federation'@en	count	1
P3680	'statement supported by'@en	Q859563	'secular state'@en	count	1
P37	'official language'@en	Q38058796	'extinct language'@en	count	1
P37	'official language'@en	Q436240	'ancient language'@en	count	1
P37	'official language'@en	Q45762	'dead language'@en	count	1
P3831	'object has role'@en	Q1048835	'political territorial entity'@en	count	1
P3831	'object has role'@en	Q107356781	'song type'@en	count	1
P3831	'object has role'@en	Q108465955	'fiction genre'@en	count	1
P3831	'object has role'@en	Q1307214	'form of government'@en	count	1
P3831	'object has role'@en	Q161243	'dependent territory'@en	count	1
P3831	'object has role'@en	Q1656682	'event'@en	count	1
P3831	'object has role'@en	Q17489659	'group of works'@en	count	1
P3831	'object has role'@en	Q20829075	'type of language'@en	count	1
P3831	'object has role'@en	Q208755	'paraphyly'@en	count	1
P3831	'object has role'@en	Q223393	'literary genre'@en	count	1
P3831	'object has role'@en	Q2612572	'grade'@en	count	1
P3831	'object has role'@en	Q27949697	'Wikibase reason for deprecated rank'@en	count	1
P3831	'object has role'@en	Q28813620	'set'@en	count	1
P3831	'object has role'@en	Q41298	'magazine'@en	count	1
P3831	'object has role'@en	Q502895	'common name'@en	count	1
P3831	'object has role'@en	Q56055944	'arts form'@en	count	1
P3831	'object has role'@en	Q573	'day'@en	count	1
P3831	'object has role'@en	Q951964	'food product'@en	count	1
P39	'position held'@en	Q13406463	'Wikimedia list article'@en	count	1
P39	'position held'@en	Q618779	'award'@en	count	1
P3938	'named by'@en	Q5	'human'@en	count	1
P407	'language of work or name'@en	Q11862829	'academic discipline'@en	count	1
P407	'language of work or name'@en	Q16760642	'written idiom'@en	count	1
P407	'language of work or name'@en	Q21663239	'Persian dialect'@en	count	1
P407	'language of work or name'@en	Q23492	'official language'@en	count	1
P407	'language of work or name'@en	Q2519134	'engineered language'@en	count	1
P407	'language of work or name'@en	Q33289	'creole language'@en	count	1
P407	'language of work or name'@en	Q33648	'language isolate'@en	count	1
P407	'language of work or name'@en	Q645304	'indigenous language'@en	count	1
P407	'language of work or name'@en	Q80839	'lingua franca'@en	count	1
P407	'language of work or name'@en	Q839470	'sacred language'@en	count	1
P407	'language of work or name'@en	Q963760	'Esperantido'@en	count	1
P4070	'identifier shared with'@en	Q1250464	'realm'@en	count	1
P4070	'identifier shared with'@en	Q23442	'island'@en	count	1
P4070	'identifier shared with'@en	Q26879763	'Napoleonic client state'@en	count	1
P4241	'refine date'@en	Q104637420	'sourcing circumstance'@en	count	1
P4241	'refine date'@en	Q1969448	'term'@en	count	1
P457	'foundational text'@en	Q105774620	'Public General Act of the Parliament of the United Kingdom'@en	count	1
P457	'foundational text'@en	Q1326430	'social contract'@en	count	1
P457	'foundational text'@en	Q7755	'constitution'@en	count	1
P459	'determination method'@en	Q13136	'reference work'@en	count	1
P459	'determination method'@en	Q1345528	'United States Census'@en	count	1
P459	'determination method'@en	Q177646	'subset'@en	count	1
P459	'determination method'@en	Q182985	'electoral system'@en	count	1
P459	'determination method'@en	Q210588	'umbrella term'@en	count	1
P459	'determination method'@en	Q2439355	'elections in Israel'@en	count	1
P459	'determination method'@en	Q25369733	'East Timorese parliamentary election'@en	count	1
P459	'determination method'@en	Q25383554	'Population census of Morocco'@en	count	1
P459	'determination method'@en	Q25422198	'Impeachment in Brazil'@en	count	1
P459	'determination method'@en	Q4671286	'academic major'@en	count	1
P459	'determination method'@en	Q47103999	'type of statistic'@en	count	1
P459	'determination method'@en	Q5058989	'census in Ukraine'@en	count	1
P459	'determination method'@en	Q7755	'constitution'@en	count	1
P460	'said to be the same as'@en	Q42045197	'hereditary position'@en	count	1
P460	'said to be the same as'@en	Q48352	'head of state'@en	count	1
P460	'said to be the same as'@en	Q80096233	'information list'@en	count	1
P4626	'identity of object in context'@en	Q33384	'dialect'@en	count	1
P4649	'identity of subject in context'@en	Q1138279	'associated state'@en	count	1
P4649	'identity of subject in context'@en	Q1250464	'realm'@en	count	1
P4649	'identity of subject in context'@en	Q1352230	'territory of the United States'@en	count	1
P4649	'identity of subject in context'@en	Q17524420	'aspect of history'@en	count	1
P4649	'identity of subject in context'@en	Q178561	'battle'@en	count	1
P4649	'identity of subject in context'@en	Q179164	'unitary state'@en	count	1
P4649	'identity of subject in context'@en	Q18603729	'dissolution of an administrative territorial entity'@en	count	1
P4649	'identity of subject in context'@en	Q19953632	'former administrative territorial entity'@en	count	1
P4649	'identity of subject in context'@en	Q2006518	'royal family'@en	count	1
P4649	'identity of subject in context'@en	Q208500	'principality'@en	count	1
P4649	'identity of subject in context'@en	Q22087155	'end cause'@en	count	1
P4649	'identity of subject in context'@en	Q23037160	'quasi-state'@en	count	1
P4649	'identity of subject in context'@en	Q2560551	'vassal and tributary state of the Ottoman Empire'@en	count	1
P4649	'identity of subject in context'@en	Q2571972	'decree'@en	count	1
P4649	'identity of subject in context'@en	Q2703920	'ordinance'@en	count	1
P4649	'identity of subject in context'@en	Q3046146	'married couple'@en	count	1
P4649	'identity of subject in context'@en	Q325261	'satellite state'@en	count	1
P4649	'identity of subject in context'@en	Q4389937	'early feudal monarchy'@en	count	1
P4649	'identity of subject in context'@en	Q465613	'people\'s republic'@en	count	1
P4649	'identity of subject in context'@en	Q4835091	'territory'@en	count	1
P4649	'identity of subject in context'@en	Q49371	'legislation'@en	count	1
P4649	'identity of subject in context'@en	Q5036886	'Captaincies of the Spanish Empire'@en	count	1
P4649	'identity of subject in context'@en	Q5473816	'Crown land'@en	count	1
P4649	'identity of subject in context'@en	Q59104206	'polysynodal monarchy'@en	count	1
P4649	'identity of subject in context'@en	Q59281	'provisional government'@en	count	1
P4649	'identity of subject in context'@en	Q7188	'government'@en	count	1
P4649	'identity of subject in context'@en	Q7275	'state'@en	count	1
P4900	'broader concept'@en	Q16889133	'class'@en	count	1
P4913	'dialect of'@en	Q1620908	'historical region'@en	count	1
P4913	'dialect of'@en	Q34876	'province'@en	count	1
P5054	'cabinet'@en	Q21479996	'Government of Luxembourg'@en	count	1
P5054	'cabinet'@en	Q5015574	'Cabinet of Yemen'@en	count	1
P5102	'nature of statement'@en	Q19798642	'Wikibase value'@en	count	1
P5102	'nature of statement'@en	Q3024240	'historical country'@en	count	1
P5102	'nature of statement'@en	Q3624078	'sovereign state'@en	count	1
P5102	'nature of statement'@en	Q5	'human'@en	count	1
P518	'applies to part'@en	Q1006644	'federal government'@en	count	1
P518	'applies to part'@en	Q10267322	'state district of Brazil'@en	count	1
P518	'applies to part'@en	Q10351538	'intercardinal direction'@en	count	1
P518	'applies to part'@en	Q10541491	'legal form'@en	count	1
P518	'applies to part'@en	Q108300140	'occupation group according to ISCO'@en	count	1
P518	'applies to part'@en	Q1093829	'city of the United States'@en	count	1
P518	'applies to part'@en	Q109733629	'alternative transportation'@en	count	1
P518	'applies to part'@en	Q11173	'chemical compound'@en	count	1
P518	'applies to part'@en	Q11204	'legislature'@en	count	1
P518	'applies to part'@en	Q1149061	'Sprachraum'@en	count	1
P518	'applies to part'@en	Q1151405	'client state'@en	count	1
P518	'applies to part'@en	Q1151616	'stateless nation'@en	count	1
P518	'applies to part'@en	Q1179466	'de facto regime'@en	count	1
P518	'applies to part'@en	Q11862829	'academic discipline'@en	count	1
P518	'applies to part'@en	Q123480	'landlocked country'@en	count	1
P518	'applies to part'@en	Q1250464	'realm'@en	count	1
P518	'applies to part'@en	Q12813115	'urban area in Sweden'@en	count	1
P518	'applies to part'@en	Q1288568	'modern language'@en	count	1
P518	'applies to part'@en	Q13220204	'second-level administrative country subdivision'@en	count	1
P518	'applies to part'@en	Q134390	'province of the Netherlands'@en	count	1
P518	'applies to part'@en	Q1428660	'type of rivers, streams and springs'@en	count	1
P518	'applies to part'@en	Q148837	'polis'@en	count	1
P518	'applies to part'@en	Q15097084	'heritage register'@en	count	1
P518	'applies to part'@en	Q15275719	'recurring event'@en	count	1
P518	'applies to part'@en	Q15310171	'seaport'@en	count	1
P518	'applies to part'@en	Q154547	'duchy'@en	count	1
P518	'applies to part'@en	Q1550680	'unorganized territory'@en	count	1
P518	'applies to part'@en	Q15649510	'satrapy of the Sasanian Empire'@en	count	1
P518	'applies to part'@en	Q1580166	'dictionary entry'@en	count	1
P518	'applies to part'@en	Q15974307	'Einheitsgemeinde of Germany'@en	count	1
P518	'applies to part'@en	Q15977968	'intendency of the First Mexican Empire'@en	count	1
P518	'applies to part'@en	Q174844	'megacity'@en	count	1
P518	'applies to part'@en	Q17524420	'aspect of history'@en	count	1
P518	'applies to part'@en	Q17544377	'history of a country or state'@en	count	1
P518	'applies to part'@en	Q179164	'unitary state'@en	count	1
P518	'applies to part'@en	Q18127	'record label'@en	count	1
P518	'applies to part'@en	Q18810091	'census division of Canada'@en	count	1
P518	'applies to part'@en	Q1901835	'seat of government'@en	count	1
P518	'applies to part'@en	Q19920968	'unique territorial entity'@en	count	1
P518	'applies to part'@en	Q202008	'exclusive economic zone'@en	count	1
P518	'applies to part'@en	Q208511	'global city'@en	count	1
P518	'applies to part'@en	Q2113720	'tripolis'@en	count	1
P518	'applies to part'@en	Q21278897	'Wiktionary redirect'@en	count	1
P518	'applies to part'@en	Q2145277	'house of representatives'@en	count	1
P518	'applies to part'@en	Q21512251	'self-proclaimed state'@en	count	1
P518	'applies to part'@en	Q22865	'independent city of Germany'@en	count	1
P518	'applies to part'@en	Q2424752	'product'@en	count	1
P518	'applies to part'@en	Q2434238	'heritage'@en	count	1
P518	'applies to part'@en	Q245065	'intergovernmental organization'@en	count	1
P518	'applies to part'@en	Q25466816	'capital of Indonesia'@en	count	1
P518	'applies to part'@en	Q2570643	'senate'@en	count	1
P518	'applies to part'@en	Q257391	'federal capital'@en	count	1
P518	'applies to part'@en	Q2615343	'Gewest'@en	count	1
P518	'applies to part'@en	Q27554677	'former capital'@en	count	1
P518	'applies to part'@en	Q2914565	'autonomous region of Portugal'@en	count	1
P518	'applies to part'@en	Q3025977	'Catalan dialect'@en	count	1
P518	'applies to part'@en	Q3046146	'married couple'@en	count	1
P518	'applies to part'@en	Q30634609	'heritage designation'@en	count	1
P518	'applies to part'@en	Q3089219	'maritime boundary'@en	count	1
P518	'applies to part'@en	Q309166	'autonomous oblast of Russia'@en	count	1
P518	'applies to part'@en	Q312461	'terra nullius'@en	count	1
P518	'applies to part'@en	Q3199141	'city of Indonesia'@en	count	1
P518	'applies to part'@en	Q325261	'satellite state'@en	count	1
P518	'applies to part'@en	Q33384	'dialect'@en	count	1
P518	'applies to part'@en	Q334166	'mode of transport'@en	count	1
P518	'applies to part'@en	Q34770	'language'@en	count	1
P518	'applies to part'@en	Q35749	'parliament'@en	count	1
P518	'applies to part'@en	Q3591895	'Savoyard state'@en	count	1
P518	'applies to part'@en	Q3750285	'administrative territorial entity of Canada'@en	count	1
P518	'applies to part'@en	Q38048753	'natural cultural heritage site'@en	count	1
P518	'applies to part'@en	Q4167410	'Wikimedia disambiguation page'@en	count	1
P518	'applies to part'@en	Q4204060	'Islamic state'@en	count	1
P518	'applies to part'@en	Q42744322	'urban municipality of Germany'@en	count	1
P518	'applies to part'@en	Q4445055	'subregion of Portugal'@en	count	1
P518	'applies to part'@en	Q4671286	'academic major'@en	count	1
P518	'applies to part'@en	Q475050	'federal district'@en	count	1
P518	'applies to part'@en	Q48349	'empire'@en	count	1
P518	'applies to part'@en	Q484170	'commune of France'@en	count	1
P518	'applies to part'@en	Q5007997	'special region of Indonesia'@en	count	1
P518	'applies to part'@en	Q5162954	'conservation designation'@en	count	1
P518	'applies to part'@en	Q57362	'autonomous region of the People\'s Republic of China'@en	count	1
P518	'applies to part'@en	Q576639	'essentially contested concept'@en	count	1
P518	'applies to part'@en	Q58804331	'Venetian patrician family'@en	count	1
P518	'applies to part'@en	Q67123843	'town divided by border'@en	count	1
P518	'applies to part'@en	Q707813	'Hanseatic city'@en	count	1
P518	'applies to part'@en	Q71533077	'Wikibase reason for preferred rank'@en	count	1
P518	'applies to part'@en	Q7188	'government'@en	count	1
P518	'applies to part'@en	Q7252591	'province of Libya'@en	count	1
P518	'applies to part'@en	Q783953	'territorial claims in Antarctica'@en	count	1
P518	'applies to part'@en	Q836915	'free state'@en	count	1
P518	'applies to part'@en	Q839954	'archaeological site'@en	count	1
P518	'applies to part'@en	Q866196	'episcopal see'@en	count	1
P518	'applies to part'@en	Q89934	'community of Belgium'@en	count	1
P518	'applies to part'@en	Q99541706	'historical unrecognized state'@en	count	1
P527	'has part or parts'@en	Q110315740	'unelected legislative house'@en	count	1
P527	'has part or parts'@en	Q1413677	'justice ministry'@en	count	1
P527	'has part or parts'@en	Q16110	'region of Italy'@en	count	1
P527	'has part or parts'@en	Q1639780	'regulatory agency'@en	count	1
P527	'has part or parts'@en	Q211201	'soviet'@en	count	1
P527	'has part or parts'@en	Q214339	'role'@en	count	1
P527	'has part or parts'@en	Q2519113	'representation of states in a federal system'@en	count	1
P527	'has part or parts'@en	Q355567	'noble title'@en	count	1
P527	'has part or parts'@en	Q35749	'parliament'@en	count	1
P527	'has part or parts'@en	Q37002670	'unicameral legislature'@en	count	1
P527	'has part or parts'@en	Q43229	'organization'@en	count	1
P527	'has part or parts'@en	Q9247597	'house of commons'@en	count	1
P531	'diplomatic mission sent'@en	Q11755959	'multi-storey urban building'@en	count	1
P531	'diplomatic mission sent'@en	Q1497364	'building complex'@en	count	1
P531	'diplomatic mission sent'@en	Q16560	'palace'@en	count	1
P531	'diplomatic mission sent'@en	Q294422	'public building'@en	count	1
P531	'diplomatic mission sent'@en	Q327333	'government agency'@en	count	1
P531	'diplomatic mission sent'@en	Q35112127	'historic building'@en	count	1
P531	'diplomatic mission sent'@en	Q38048707	'historical cultural heritage site'@en	count	1
P531	'diplomatic mission sent'@en	Q43229	'organization'@en	count	1
P531	'diplomatic mission sent'@en	Q4461020	'trade office'@en	count	1
P531	'diplomatic mission sent'@en	Q5244910	'de facto embassy'@en	count	1
P531	'diplomatic mission sent'@en	Q751876	'château'@en	count	1
P531	'diplomatic mission sent'@en	Q811979	'architectural structure'@en	count	1
P642	'of'@en	Q107390	'federated state'@en	count	1
P642	'of'@en	Q1089515	'conquest dynasty'@en	count	1
P642	'of'@en	Q110292213	'Grand principality'@en	count	1
P642	'of'@en	Q118365	'dictatorship of the proletariat'@en	count	1
P642	'of'@en	Q11862829	'academic discipline'@en	count	1
P642	'of'@en	Q12812139	'technical term'@en	count	1
P642	'of'@en	Q13107770	'archipelagic state'@en	count	1
P642	'of'@en	Q15617994	'designation for an administrative territorial entity'@en	count	1
P642	'of'@en	Q16034119	'despotate'@en	count	1
P642	'of'@en	Q162157	'chartered company'@en	count	1
P642	'of'@en	Q16242623	'African empires'@en	count	1
P642	'of'@en	Q17152708	'republican regime in France'@en	count	1
P642	'of'@en	Q180684	'conflict'@en	count	1
P642	'of'@en	Q185145	'great power'@en	count	1
P642	'of'@en	Q188063	'fiefdom'@en	count	1
P642	'of'@en	Q18920569	'traditional state in Nigeria'@en	count	1
P642	'of'@en	Q2074737	'municipality of Spain'@en	count	1
P642	'of'@en	Q209495	'historical province of France'@en	count	1
P642	'of'@en	Q2221906	'geographic location'@en	count	1
P642	'of'@en	Q245065	'intergovernmental organization'@en	count	1
P642	'of'@en	Q24634210	'podcast'@en	count	1
P642	'of'@en	Q2495771	'nomadic empire'@en	count	1
P642	'of'@en	Q26879763	'Napoleonic client state'@en	count	1
P642	'of'@en	Q29569274	'former name'@en	count	1
P642	'of'@en	Q2993836	'Council of Ministers'@en	count	1
P642	'of'@en	Q3183364	'administrative territorial entity of Spain'@en	count	1
P642	'of'@en	Q3257686	'locality'@en	count	1
P642	'of'@en	Q331644	'Khanate'@en	count	1
P642	'of'@en	Q339834	'regional power'@en	count	1
P642	'of'@en	Q355567	'noble title'@en	count	1
P642	'of'@en	Q43185013	'maritime republic'@en	count	1
P642	'of'@en	Q465613	'people\'s republic'@en	count	1
P642	'of'@en	Q4671286	'academic major'@en	count	1
P642	'of'@en	Q4830453	'business'@en	count	1
P642	'of'@en	Q4835091	'territory'@en	count	1
P642	'of'@en	Q5	'human'@en	count	1
P642	'of'@en	Q5156764	'composite monarchy'@en	count	1
P642	'of'@en	Q5402094	'barbarian kingdoms'@en	count	1
P642	'of'@en	Q59104206	'polysynodal monarchy'@en	count	1
P642	'of'@en	Q6266	'nation'@en	count	1
P642	'of'@en	Q678116	'government in exile'@en	count	1
P642	'of'@en	Q681026	'crown land of the Austrian Empire'@en	count	1
P642	'of'@en	Q6881511	'enterprise'@en	count	1
P642	'of'@en	Q7269	'monarchy'@en	count	1
P642	'of'@en	Q816829	'periodization'@en	count	1
P642	'of'@en	Q8187769	'economic activity'@en	count	1
P642	'of'@en	Q841985	'han system'@en	count	1
P654	'direction relative to location'@en	Q2151613	'direction'@en	count	1
P706	'located in/on physical feature'@en	Q1044181	'state of Palau'@en	count	1
P706	'located in/on physical feature'@en	Q1065592	'desert island'@en	count	1
P706	'located in/on physical feature'@en	Q1078001	'territorial dispute'@en	count	1
P706	'located in/on physical feature'@en	Q1136601	'unitary authority area in England'@en	count	1
P706	'located in/on physical feature'@en	Q13539802	'place with town rights and privileges'@en	count	1
P706	'located in/on physical feature'@en	Q15239622	'disputed territory'@en	count	1
P706	'located in/on physical feature'@en	Q15253706	'like a city'@en	count	1
P706	'located in/on physical feature'@en	Q17143371	'county of South Korea'@en	count	1
P706	'located in/on physical feature'@en	Q180673	'ceremonial county of England'@en	count	1
P706	'located in/on physical feature'@en	Q1994931	'district of Malaysia'@en	count	1
P706	'located in/on physical feature'@en	Q207524	'islet'@en	count	1
P706	'located in/on physical feature'@en	Q2264924	'port settlement'@en	count	1
P706	'located in/on physical feature'@en	Q2292572	'district of Costa Rica'@en	count	1
P706	'located in/on physical feature'@en	Q2463705	'Special Protection Area'@en	count	1
P706	'located in/on physical feature'@en	Q24764	'municipality of the Philippines'@en	count	1
P706	'located in/on physical feature'@en	Q34763	'peninsula'@en	count	1
P706	'located in/on physical feature'@en	Q355304	'watercourse'@en	count	1
P706	'located in/on physical feature'@en	Q3556889	'municipality of El Salvador'@en	count	1
P706	'located in/on physical feature'@en	Q3685462	'commune of Haiti'@en	count	1
P706	'located in/on physical feature'@en	Q37901	'strait'@en	count	1
P706	'located in/on physical feature'@en	Q3957	'town'@en	count	1
P706	'located in/on physical feature'@en	Q39594	'bay'@en	count	1
P706	'located in/on physical feature'@en	Q39715	'lighthouse'@en	count	1
P706	'located in/on physical feature'@en	Q4022	'river'@en	count	1
